,,,,,,,,
Item OCLC Number,Title,Author Name,LHR Item Call Number,Conspectus Subject,Publisher Name,Publication Date,Circulation Activity Count,URL
36011773,Educational psychology :windows on teaching /,"Crowl, Thomas K.; Kaminsky, Sally.Podell, David M.",370.15 Cr953E, Educational Psychology,"Brown & Benchmark Publishers,",1997,0,https://libswu.on.worldcat.org/oclc/36011773
36011773,Educational psychology :windows on teaching /,"Crowl, Thomas K.; Kaminsky, Sally.Podell, David M.",370.15 Cr953E  c.3, Educational Psychology,"Brown & Benchmark Publishers,",1997,0,https://libswu.on.worldcat.org/oclc/36011773
36011773,Educational psychology :windows on teaching /,"Crowl, Thomas K.; Kaminsky, Sally.Podell, David M.",370.15 Cr953E  c.4, Educational Psychology,"Brown & Benchmark Publishers,",1997,0,https://libswu.on.worldcat.org/oclc/36011773
36949908,Educational psychology :a developmental approach /,"Sprinthall, Richard C.,; Sprinthall, Norman A.,Oja, Sharon Nodie.",370.15 Sp769E, Educational Psychology,"McGraw-Hill,",1998,0,https://libswu.on.worldcat.org/oclc/36949908
37057480,Educational psychology :constructing learning /,"McInerney, D. M.; McInerney, V.",370.15 Ma152E, Educational Psychology,"Prentice Hall,",1994,0,https://libswu.on.worldcat.org/oclc/37057480
37553994,Educational psychology /,"Vygotskiĭ, L. S.; Davidov, Vassily.Silverman, Robert H.",370.15 Vy996E, Educational Psychology,"St. Lucie Press,",1997,0,https://libswu.on.worldcat.org/oclc/37553994
37559738,How students learn :reforming schools through learner-centered education /,"Lambert, Nadine M.,McCombs, Barbara L.,",371.1020973 Ho847, Educational Psychology,"American Psychological Association,",1998,1,https://libswu.on.worldcat.org/oclc/37559738
37559738,How students learn :reforming schools through learner-centered education /,"Lambert, Nadine M.,McCombs, Barbara L.,",371.1020973 Ho847  c.2, Educational Psychology,"American Psychological Association,",1998,1,https://libswu.on.worldcat.org/oclc/37559738
38090865,Teaching with the brain in mind /,"Jensen, Eric,",370.1523 Je54T, Educational Psychology,"Association for Supervision and Curriculum Development,",1998,0,https://libswu.on.worldcat.org/oclc/38090865
38732356,Educational psychology :windows on classrooms /,"Eggen, Paul D.,; Kauchak, Donald P.,",370.15 Eg29E8, Educational Psychology,"Merrill,",1999,0,https://libswu.on.worldcat.org/oclc/38732356
38856238,The handbook of school psychology /,"Reynolds, Cecil R.,Gutkin, Terry B.,",370.15 Ha236 1999, Educational Psychology,"Wiley,",1999,0,https://libswu.on.worldcat.org/oclc/38856238
38877531,Motivating students /,"Brown, Sally A.Armstrong, Steve.Thompson, Gail.",378.125 Mo918, Educational Psychology,"Kogan Page ;SEDA,",1998,0,https://libswu.on.worldcat.org/oclc/38877531
38877531,Motivating students /,"Brown, Sally A.Armstrong, Steve.Thompson, Gail.",378.125 Mo918  c.2, Educational Psychology,"Kogan Page ;SEDA,",1998,0,https://libswu.on.worldcat.org/oclc/38877531
38925223,Cognitive Psychology and Instruction /,"Bruning, Roger H.,; Schraw, Gregory J.,Ronning, Royce R.,",370.1523 Br896C, Educational Psychology,"Merrill,",1999,0,https://libswu.on.worldcat.org/oclc/38925223
39707058,Promoting positive behaviour /,"O'Brien, Tim,",371.393 Ob13P, Educational Psychology,"D. Fulton Publishers,",1998,0,https://libswu.on.worldcat.org/oclc/39707058
40052176,Educational psychology for effective teaching /,"Henson, Kenneth T.; Eller, Ben F.",370.15 He526E, Educational Psychology,"Wadsworth Pub. Co.,",1999,0,https://libswu.on.worldcat.org/oclc/40052176
40180678,A teacher's guide to the psychology of learning /,"Howe, Michael J. A.,",370.1523 Ho857T, Educational Psychology,"Blackwell,",1999,0,https://libswu.on.worldcat.org/oclc/40180678
40340269,"How people learn :brain, mind, experience, and school /","Bransford, John.Brown, Ann L.Cocking, Rodney R.; National Research Council (U.S.).",370.1523 Ho847, Educational Psychology,"National Academy Press,",1999,0,https://libswu.on.worldcat.org/oclc/40340269
40470575,Constructing a psychology of teaching and learning /,"Seifert, Kelvin.",370.15 Se459C, Educational Psychology,"Houghton Mifflin,",1999,0,https://libswu.on.worldcat.org/oclc/40470575
40609322,Applying psychology in the classroom /,"Leadbetter, Jane,; University of Birmingham.",370.15 Ap652, Educational Psychology,"David Fulton,",1999,0,https://libswu.on.worldcat.org/oclc/40609322
40654160,Lifelong learning :the politics of the new learning environment /,"Elliott, Geoffrey",374 El46L, Educational Psychology,"Jessica Kingsley Publishers,",1999,0,https://libswu.on.worldcat.org/oclc/40654160
40692941,Educational psychology 97/98 /,"Cauley, Kathleen M.Linder, Fredric.McMillan, James H.",370.15 Ed24(4), Educational Psychology,"Dushkin Pub. Group,",1997,0,https://libswu.on.worldcat.org/oclc/40692941
40698685,"Educational psychology :effective teaching, effective learning /","Elliott, Stephen N.",370.15 Ed24, Educational Psychology,"McGraw-Hill,",2000,0,https://libswu.on.worldcat.org/oclc/40698685
40698685,"Educational psychology :effective teaching, effective learning /","Elliott, Stephen N.",370.15 Ed24  c.2, Educational Psychology,"McGraw-Hill,",2000,0,https://libswu.on.worldcat.org/oclc/40698685
40698685,"Educational psychology :effective teaching, effective learning /","Elliott, Stephen N.",370.15 Ed24  c.3, Educational Psychology,"McGraw-Hill,",2000,0,https://libswu.on.worldcat.org/oclc/40698685
40805498,Social processes in children's learning /,"Light, Paul.; Littleton, Karen.",370.1523 Li723S, Educational Psychology,"Cambridge University Press,",1999,0,https://libswu.on.worldcat.org/oclc/40805498
40979818,Learning through children's eyes :social constructivism and the desire to learn /,"Oldfather, Penny.; West, Jane,Hermann-Wilmarth, Jill M.",370.1523 Le438(73), Educational Psychology,"American Psychological Association,",1999,0,https://libswu.on.worldcat.org/oclc/40979818
41086713,Theories of human learning :what the old man said /,"Lefrançois, Guy R.",153.15 Le495T8, Educational Psychology,"Wadsworth,",2000,0,https://libswu.on.worldcat.org/oclc/41086713
41086769,Creativity across the primary curriculum :framing and developing practice /,"Craft, Anna.",370.157 Cr885C, Educational Psychology,"Routledge,",2000,0,https://libswu.on.worldcat.org/oclc/41086769
41411889,Learning and memory :the brain in action /,"Sprenger, Marilee,",370.1523 Sp768L, Educational Psychology,"Association for Supervision and Curriculum Development,",1999,0,https://libswu.on.worldcat.org/oclc/41411889
42049384,Psychology for teaching :a bear is not a choirboy! /,"Lefrançois, Guy R.",370.15 Le495P 2000, Educational Psychology,"Wadsworth/Thomson Learning,",2000,0,https://libswu.on.worldcat.org/oclc/42049384
42061124,Behavioral support /,"Janney, Rachel.; Snell, Martha E.Elliott, Johnna.",370.153 Ja34B, Educational Psychology,"Paul H. Brookes Pub.,",2000,0,https://libswu.on.worldcat.org/oclc/42061124
42309183,Multiple intelligences and student achievement :success stories from six schools /,"Campbell, Linda,; Campbell, Bruce,",370.152 Ca188M, Educational Psychology,"Association for Supervision and Curriculum Development,",1999,0,https://libswu.on.worldcat.org/oclc/42309183
42649666,Becoming a multiple intelligences school /,"Hoerr, Thomas R.,",370.152 Ho694B, Educational Psychology,"Association for Supervision and Curriculum Development,",2000,0,https://libswu.on.worldcat.org/oclc/42649666
42913542,Education guaranteed /,"Jensen, John,",370.154 Je54E, Educational Psychology,"Minerva,",1999,0,https://libswu.on.worldcat.org/oclc/42913542
42913542,Education guaranteed /,"Jensen, John,",370.154 Je54E  c.2, Educational Psychology,"Minerva,",1999,0,https://libswu.on.worldcat.org/oclc/42913542
43050025,"The soul of education :helping students find connection, compassion, and character at school /","Kessler, Rachael,",373.1782 Ke42S, Educational Psychology,"Association for Supervision and Curriculum Development,",2000,0,https://libswu.on.worldcat.org/oclc/43050025
43397065,A field guide to using visual tools /,"Hyerle, David.",370.152 Hy995F, Educational Psychology,"Association for Supervision and Curriculum Development,",2000,0,https://libswu.on.worldcat.org/oclc/43397065
43657111,Creativity in the classroom :schools of curious delight /,"Starko, Alane J.",370.157 St795C, Educational Psychology,"L. Erlbaum Associates,",2001,0,https://libswu.on.worldcat.org/oclc/43657111
43701774,Handbook of contemporary learning theories /,"Mowrer, Robert R.,Klein, Stephen B.",370.1523 Ha236, Educational Psychology,"L. Erlbaum Associates,",2001,0,https://libswu.on.worldcat.org/oclc/43701774
43790414,Educational Psychology /,"Hoy, Anita Woolfolk,",370.15 Wo913E 2001, Educational Psychology,"Allyn and Bacon,",2001,0,https://libswu.on.worldcat.org/oclc/43790414
43885407,New learning /,"Simons, P. R. J.Linden, Adrianus Arnoldus Maria van der,Duffy, Tom.; Interuniversitair Centrum voor Onderwijskundig Onderzoek.",370.1523 Ne532, Educational Psychology,"Kluwer Academic Publishers,",2000,0,https://libswu.on.worldcat.org/oclc/43885407
44019655,Psychology of education :major themes /,"Smith, Peter K.Pellegrini, Anthony D.",370.15 Ps974, Educational Psychology,"RoutledgeFalmer,",2000,0,https://libswu.on.worldcat.org/oclc/44019655
44131639,Case studies in educational psychology /,"Adams, Frank D.",370.15 Ad212C, Educational Psychology,"RoutledgeFalmer,",2001,0,https://libswu.on.worldcat.org/oclc/44131639
45436971,Caring classrooms/intelligent schools :the social emotional education of young children /,"Cohen, Jonathan,",372.019 Ca331, Educational Psychology,"Teachers College Press,",2001,0,https://libswu.on.worldcat.org/oclc/45436971
45575624,Reflective practice to improve schools :an action guide for educators /,"York-Barr, Jennifer,",370.1523 Re332, Educational Psychology,"Corwin Press,",2001,0,https://libswu.on.worldcat.org/oclc/45575624
46500658,"Becoming a ""wiz"" at brain-based teaching :how to make every year your best year /","Sprenger, Marilee,",370.1523 Sp768B, Educational Psychology,"Corwin Press,",2002,0,https://libswu.on.worldcat.org/oclc/46500658
46937645,Educational psychology cases /,"Greenwood, Gordon E.,; Fillmer, H. Thompson,Parkay, Forrest W.,Greenwood, Gordon E.,",370.15 Gr816E, Educational Psychology,"Merrill/Prentice Hall,",2002,0,https://libswu.on.worldcat.org/oclc/46937645
48177166,Learning to think :disciplinary perspectives /,"Donald, Janet Gail,",370.1523 Do676L, Educational Psychology,"Jossey-Bass,",2002,0,https://libswu.on.worldcat.org/oclc/48177166
48467429,Psychology and education /,"Bentham, Susan,",370.15 Be476P, Educational Psychology,"Routledge,",2002,0,https://libswu.on.worldcat.org/oclc/48467429
49404076,Educational psychology :theory and practice /,"Slavin, Robert E.",370.15 Sl631E 2003, Educational Psychology,"Allyn and Bacon,",2003,0,https://libswu.on.worldcat.org/oclc/49404076
49495189,Learning and instruction /,"Mayer, Richard E.,",370.1523 Ma468L, Educational Psychology,"Merrill,",2003,0,https://libswu.on.worldcat.org/oclc/49495189
56198996,"12 brain/mind learning principles in action :the fieldbook for making connections, teaching, and the human brain /","Caine, Renate Nummela.",370.1532 Tw971, Educational Psychology,"Corwin Press,",2005,0,https://libswu.on.worldcat.org/oclc/56198996
56404144,The motivated school /,"Mclean, Alan.",370.154 Ma163M, Educational Psychology,"Paul Chapman Pub. ;SAGE Publications,",2003,0,https://libswu.on.worldcat.org/oclc/56404144
59199294,The process of learning /,"Biggs, John B.; Telfer, Ross,",370.1523 Bi592P, Educational Psychology,"Prentice-Hall of Australia ;Prentice-Hall International Inc.,",1987,0,https://libswu.on.worldcat.org/oclc/59199294
59901036,The process of learning /,"Biggs, John B.; Moore, Phillip J.",370.1523 Bi592P 1993, Educational Psychology,"Prentice-Hall,",1993,0,https://libswu.on.worldcat.org/oclc/59901036
60789331,Learning teaching :a guidebook for English language teachers /,"Scrivener, Jim,",420.7 Sc534L 2005, Educational Psychology,"Macmillan,",2005,0,https://libswu.on.worldcat.org/oclc/60789331
61285736,It doesn't take a genius :five truths to inspire success in every student /,"McCutcheon, Randall,; Lindsey, Tommie.",371.12 Ma133I, Educational Psychology,"McGraw-Hill,",2006,0,https://libswu.on.worldcat.org/oclc/61285736
62408712,Learning how to learn :tools for schools /,"James, Mary.",370.1523 Le438(3) 2006, Educational Psychology,"New York :Routledge,",2006,0,https://libswu.on.worldcat.org/oclc/62408712
65611601,Creativity across the curriculum /,"Poole, Millicent.",375.001 Po822C, Educational Psychology,"George Allen & Unwin,",1979,0,https://libswu.on.worldcat.org/oclc/65611601
71812672,"Motivation in education :theory, research, and applications /","Schunk, Dale H.; Pintrich, Paul R.Meece, Judith L.Pintrich, Paul R.",370.154 Sc393M, Educational Psychology,"Pearson/Merrill Prentice Hall,",2008,0,https://libswu.on.worldcat.org/oclc/71812672
122973867,"Improving learning how to learn :classrooms, schools and networks /","James, Mary,",370.1523 Im34 2007, Educational Psychology,"Routledge,",2007,0,https://libswu.on.worldcat.org/oclc/122973867
123756755,Foundations of education /,"Chaube, S. P.; Chaube, A.",370.1 Ch496F, Educational Psychology,"Vikas Pub.,",1994,0,https://libswu.on.worldcat.org/oclc/123756755
123756755,Foundations of education /,"Chaube, S. P.; Chaube, A.",370.1 Ch496F  c.2, Educational Psychology,"Vikas Pub.,",1994,0,https://libswu.on.worldcat.org/oclc/123756755
170035170,Understanding effective learning :strategies for the classroom /,"Hewitt, Des.",371.1024 He611U, Educational Psychology,"McGraw Hill/Open University Press,",2008,0,https://libswu.on.worldcat.org/oclc/170035170
174134118,International handbook of research on conceptual change /,"Βοσνιάδου, Στέλλα.",370.1523 In61, Educational Psychology,"Routledge,",2008,0,https://libswu.on.worldcat.org/oclc/174134118
184892969,Student supplement to accompany educational psychology :classroom connections /,"Eggen, Paul D.,; Kauchak, Donald P.,",370.15076 Eg29S, Educational Psychology,"Merrill ;Maxwell Macmillan Canada ;Maxwell Macmillan International,",1994,0,https://libswu.on.worldcat.org/oclc/184892969
192090782,Educational psychology :classroom update : preparing for PRAXIS and practice /,"Santrock, John W.",370.15 Sa237E, Educational Psychology,"McGraw-Hill,",2006,0,https://libswu.on.worldcat.org/oclc/192090782
222724762,Advanced educational psychology /,"Chauhan, Shivadan Singh.",370.15 Ch496A, Educational Psychology,"Vikas,",1978,0,https://libswu.on.worldcat.org/oclc/222724762
277068319,"Enhancing learning, teaching, assessment and curriculum in higher education :theory, cases, practices /","Bamber, Veronica.; Society for Research into Higher Education.",378 En588, Educational Psychology,"Open University Press,",2009,0,https://libswu.on.worldcat.org/oclc/277068319
397406502,Educational psychology :a practitioner-researcher model of teaching /,"Parsons, Richard D.; Hinson, Stephanie Lewis.Sardo-Brown, Deborah.",370.15 Pa269E, Educational Psychology,"Wadsworth,",2001,0,https://libswu.on.worldcat.org/oclc/397406502
422746963,Educational psychology :constructing learning /,"McInerney, D. M.; McInerney, Valentina.",370.15 Ma152E 1998, Educational Psychology,"Prentice Hall,",1998,0,https://libswu.on.worldcat.org/oclc/422746963
422746963,Educational psychology :constructing learning /,"McInerney, D. M.; McInerney, Valentina.",370.15 Ma152E 1998  c.2, Educational Psychology,"Prentice Hall,",1998,0,https://libswu.on.worldcat.org/oclc/422746963
422746963,Educational psychology :constructing learning /,"McInerney, D. M.; McInerney, Valentina.",370.15 Ma152E 1998  c.3, Educational Psychology,"Prentice Hall,",1998,0,https://libswu.on.worldcat.org/oclc/422746963
428007011,Teaching and learning writing /,"Connelly, Vincent.",372.623044 Te253 2009, Educational Psychology,"British Psychological Society,",2009,0,https://libswu.on.worldcat.org/oclc/428007011
456332382,Relevance of education to rural development :final report /,Regional Study Group Meeting on Identification of Causes of Educational Underdevelopment in Rural Areas and on Relevance of Education to the Rural Environment; Unesco.Asia and the Pacific Programme of Educational Innovation for Development.,307.72 Re382, Educational Psychology,"Unesco Regional Office for Education in Asia and the Pacific,",1986,0,https://libswu.on.worldcat.org/oclc/456332382
